,angel,convertible_note,debt_financing,equity_crowdfunding,grant,non_equity_assistance,post_ipo_debt,post_ipo_equity,private_equity,product_crowdfunding,secondary_market,seed,undisclosed,venture
5509,698097,,,,,,,,,,,,,
5510,,,,,,,,,,,,,,
5511,,,,,,,,,149938635,,,,,
5512,,,,,,,,,,,,50000,,
5513,,,,,,,,,,,,,,121868
5514,,,,,,,,,,,,,,
5515,,,,,,,,,,,,,,
5516,,,25000000,,,,,,,,,,,
5517,,,,,,,,,,,,415000,,
5518,,,,,,,,,,,,1450000,,
5519,,,,,,,,,,,,,,
5520,130000,,,,,,,,,,,,,
5521,100000,,,,,,,,,,,,,
5522,30000,,,,,,,,,,,,,
5523,,,,,,,,,,,,,,7473841
5524,,,,,,,,,,,,,,2178357
5525,,,,,,,,,,,,,,4601000
5526,,,,,,,,,,,,,,5000000
5527,,,,,,,,,,,,,,
5528,,,,,,,,,,,,,292432833,
5529,,,,,,,,,,,,,,10000000
5530,,,,,,,,,,,,,,5000000
5531,,,,,,,,,,,,,,4541187
5532,,,,,,,,,,,,,,1700000
5533,,,,,,,,,,,,,,255000
5534,,,,,,,,,,,,,,
5535,,,,,,,,,,,,,,1840000
5536,,,,,,,,,,,,250000,,
5537,,,,,,,,,,,,,,1500000
5538,,,,,,,,,,,,,,2800000
5539,,,,,,,,,,,,1000000,,
5540,,,,,,,,,,,,,,250000
5541,,,,2500,,,,,,,,,,
5542,,,,,,,,,,,,,,9192383
5543,,,,,,,,,,,,,,
5544,,,,,,,,,,,,,,
5545,,,,,,,,,,,,,,
5546,,,,,,,,,,,,,,
5547,,,,,,,,,,,,,,1440000
5548,,,,,,,,,,,,,,133154025
5549,,,,,,,,7000000,,,,,,
5550,,,,,,,,,,,,,,21000000
5551,,,,,,,,,,,,,,20000000
5552,,,,,,,,83700000,,,,,,
5553,,,,,24300000,,,,,,,,,
5554,,,,,,,,13778480,,,,,,
5555,,,,,,,,,,,,,,70000000
5556,,,,,,,,,,,,,,41750000
5557,,,,,,,,,,,,,,2357918
5558,,,,,,,,,,,,100000,,
5559,,,,,,,,,90000000,,,,,
5560,,,,,,,,,,,,1318297,,
5561,,,,,,,,,,,,,,3000000
5562,,,,,,,,,,,,,,1481639
5563,,,,,,,,,,,,,,
5564,,,,,,,,,,,,,,1970000
5565,,,,,,,,,,,,,,7500000
5566,,,,,,,,,,,,,,3240000
5567,,,,,,,,,5000000,,,,,
5568,,,,,,,,,,,,,,7000000
5569,,,,,1500000,,,,,,,,,
5570,,,,,,,,,,,,,,25000000
5571,,,,,,,,,,,,,,15000000
5572,,,45000000,,,,,,,,,,,
5573,,,,,,,,,,,,,,50000000
5574,,,,,,,,,,,,,,50000000
5575,,,,,,,,,,,,,,15000000
5576,,,,,,,,,,,,,,17500000
5577,,,,,,,4000000,,,,,,,
5578,,,,,,,,,46256055,,,,,
5579,,,,,,,,,,,,,,15000000
5580,,,,,,,,,,,,,,
5581,,,,,,,,,,,,,,
5582,,,,,,,,,,,,,,
5583,,,,,,,,,,,,,,3790000
5584,,,,,,,,,,,,,,
5585,,,,,,,,,,,,1000000,,
5586,,,,,,,,,,,,,,8600000
5587,,,,,,,,,,,,,,14000000
5588,,,,,,,,,,,,,,12000000
5589,,,,,,,,,,,,,,
5590,,,,,,,,,,,,300000,,
5591,,,,,,,,,,,,300000,,
5592,,,,,,,,,,,,,,10000000
5593,,,,,,,,,,,,,,15400000
5594,,,,,,,,,,,,,,14000000
5595,,,,,,,,,,,,337090,,
5596,250000,,,,,,,,,,,,,
5597,,,,,,,,,,,,3000000,,
5598,,,,,,,,,,,,,,13000000
5599,,,,,,,,,,,,,,50000000
5600,,,250000,,,,,,,,,,,
5601,,,,,,,,,,,,,2500000,
5602,,,,,,,,,,,,,10800000,
5603,,,,,,,,,,,,,3000000,
5604,,,,,,,,,,,,,,22000000
5605,,,,,,,,,,,,,,700000
5606,,,,0,,,,,,,,,,
5607,,,,,,,,,,,,1420000,,
5608,,,,,,,,,,,,,,3040000
5609,,,,,,,,,,,,,,1515251
5610,,,,,,,,,,,,,,1846400
5611,,,,,,,,,,,,,,19515
5612,,,,,,,,,,,,,,
5613,,,,,,,,,,,,120000,,
5614,,,,,,,,,,,,,,805000
5615,,,,,,,,,,,,,,1346153
5616,,,,,,,,,,,,,,16940000
5617,,,,,,,,,,,,,,
5618,,,,,,,,,,,,,,1150000
5619,,,,,,,,,,,,,,4400000
5620,,20000,,,,,,,,,,,,
5621,,,,,,,,,,,,,,1000000
5622,,,,,,,,,,,,,,13000000
5623,,,,,,,,,,,,,,3300000
5624,,,,,,,,,,,,,,8000000
5625,,,,,,,,,,,,,,11400000
5626,,,,,,,,,,,,,,100000000
5627,,,,,,,,,,,,,,33000000
5628,,,,,,,,,,,,100000,,
5629,,,,,,,,,,,,,,8024394
5630,,,,,,,,,,,,,,33900000
5631,,,2022117,,,,,,,,,,,
5632,,,,,,,,,,,,,,40000000
5633,,,,,,,,,,,,,,2000000
5634,,,,,,,,,25000000,,,,,
5635,,,,,,,,,100000000,,,,,
5636,,,5000,,,,,,,,,,,
5637,,,,,,,,,,,,,,2800000
5638,,,,,,,,,,,,,,441000
5639,,,,,,,,,,,,50000,,
5640,,,,,,,10000000,,,,,,,
5641,,,,,,,,,2600000,,,,,
5642,,,,,,,,,,,,,,
5643,,,,,,,,,,,,,,
5644,,,,,,30000,,,,,,,,
5645,,,,,150000,,,,,,,,,
5646,,,,,6100,,,,,,,,,
5647,,,,,5000,,,,,,,,,
5648,,,,,40000,,,,,,,,,
5649,,,,,,,,,,,,,,
5650,,,1277500,,,,,,,,,,,
5651,,,,,,,,,,,,,,33200000
5652,,,,,,,,,300000000,,,,,
5653,,,,,,,,,,,,,,
5654,,,,,,,,,,,,,,
5655,,,,,,,,,,,,,,7000000
5656,,,,,,,,,,,,,,3500000
5657,,,,,,,,,,,,,,10000000
5658,,,,,,,,,,,,,,
5659,,,25000000,,,,,,,,,,,
5660,300000,,,,,,,,,,,,,
5661,,230000,,,,,,,,,,,,
5662,,,,,,,,,,,,300000,,
5663,,,,,,,,,,,,,,7200000
5664,,,,,,,,,,,,,,10000000
5665,,,,,,,,,,,,,,
5666,,,,,,,,,,,,,,4800000
5667,,,,,,,,,,,,,,6000000
5668,,,,,,,,,,,,,,52000000
5669,,,,,,,,,,,,,,4000000
5670,,,,,,,,,,,,,,2000000
5671,,,,,,,,,,,,15000,,
5672,,,,,,,,,,,,,,
5673,,,,,,,,,,,,,,6367595
5674,,,,,,,,,,,,,,
5675,,,,,,,,,,,,,,800000
5676,,,,,,,,,,,,30000,,
5677,,,,,,,,,,,,,,155000
5678,,,,,,,,,,,,,,10500000
5679,,,,,,,,,,,,,325000,
5680,,,,,,,,,,,,,,1577608
5681,,,266372,,,,,,,,,,,
5682,,,2145000,,,,,,,,,,,
5683,,,,,,,,,1430662,,,,,
5684,,,,,,,,,,,,,,
5685,,,0,,,,,,,,,,,
5686,,,,,,,,,,,,40000,,
5687,,,,,,,,,,,,275000,,
5688,625000,,,,,,,,,,,,,
5689,,,,,,,,,,,,,,1140000
5690,,,,,,,,,,,,3000000,,
5691,,,,,,,,,,,,,,10000000
5692,,,,,,,,,,,,,,350000
5693,,,,,,,,,,,,,,9000000
5694,,,,,,,,,,,,,,250000
5695,,,75000000,,,,,,,,,,,
5696,,,,,48905,,,,,,,,,
5697,,,,,49051,,,,,,,,,
5698,,,,,,,,,,,,,,
5699,,,,,,,,,,,,,,
5700,,,,,,,,,,,,1500000,,
5701,,,,,,,,,,,,50000,,
5702,,,,,,,,,,,,,,4200000
5703,,,,,,,,,,,,,,18000000
5704,,,,,,,,,,,,,,6200000
5705,,,,,,,,,,,,,,1200000
5706,,,,,,,,,,,,,,51347
5707,,,650000,,,,,,,,,,,
5708,,,,,,,,,,,,3250000,,
5709,,,,,,,,,,,,,,50000
5710,,,,,,,,,,,,,,
5711,,,,,,,,,,,,,,
5712,,,,,,,,,,,,,,6999684
5713,,,,,,,,,,,,,,6261769
5714,,,1000000,,,,,,,,,,,
5715,,,,,,,,,,,,,1000000,
5716,,,,,,,,,,,,,,1307000
5717,,,,,,,,,,,,,,500000
5718,,,,,193888,,,,,,,,,
5719,,,,,,,,,,,,,,
5720,,,,,,,,,,,,,,400000
5721,,,,,,,,,,,,,,
5722,,,,,,,,,,,,,,
5723,,,,,,,,,,,,,,
5724,,,,,,,,,,,,3000000,,
5725,,,,,,,,,,,,1200000,,
5726,,,,,,,,,,,,,,
5727,,,,,,,,,,,,,,
5728,,,,,,,,,,,,,,20000000
5729,,,,,,,,,,,,,,15000000
5730,,,,,,,,,,,,,,
5731,,,,,,,,,,,,,,
5732,,,,,,,,,,,,,,
5733,,,2000000,,,,,,,,,,,
5734,,,,,,,,,,,,,,25000000
5735,,,,,,,,,,,,,,3000000
5736,,,,,,,,,,,,,,
5737,,,,,,,,,,,,,,
5738,,,,,,,,,,,,,,1110000
5739,,,,,,,,,,,,,,1760000
5740,,,,,,,,,,,,,,6570000
5741,,,,,,,,,,,,,,554970
5742,,,,,,,,,,,,,,2700000
5743,,,,,,,,,,,,,,1600000
5744,,,,,,,,,,,,,,2760000
5745,,,,,,,,,,,,1600000,,
5746,,,,,,,,,,,,,,7000000
5747,,,,,,,,,,,,500000,,
5748,,,,,,,,,,,,,,10000000
5749,,,,,50000,,,,,,,,,
5750,,,,,,,,,,,,,,3400000
5751,,,,,,,,,,,,,,6100000
5752,,,,,,,,,,,,,,
5753,,,,,,,,,,,,,,4000000
5754,,,,,,,,,,,,1500000,,
5755,,,,470000,,,,,,,,,,
5756,,,,75176,,,,,,,,,,
5757,,,,,,,,,,,,111914,,
5758,,,,,,,,,,,,124576,,
5759,,,,,,,,,,,,,,
5760,300000,,,,,,,,,,,,,
5761,,,,,,,,,,,,,,
5762,,,,,,,,,,,,,,
5763,,,,,,,,,,,,,,16474464
5764,,,10215000,,,,,,,,,,,
5765,,,,,,,,,17535000,,,,,
5766,,,,,,,,,,,,,,10564800
5767,,,,329122,,,,,,,,,,
5768,,,,,,,,,,,,,,
5769,,,,,,,,,,,,,,
5770,,,,,,,,,,,,500000,,
5771,,,,,,,,,,,,,,
5772,,,,,,,,,,,,100000,,
5773,,,,,,,,,,,,,,
5774,,,,,,,,,,,,,,
5775,,,,,,,,,,,,,,
5776,,,,,,,,,,,,,,
5777,,,,,,,,,,,,,,24000000
5778,,,750000,,,,,,,,,,,
5779,,,,,,,,,,,,750000,,
5780,,,,,,,,,,,,,,7000000
5781,,,,,,,,,,,,,,1930000
5782,,,,,,,,,,,,,,
5783,,,,1000000,,,,,,,,,,
5784,,,,,,,,,,,,,,
5785,,,,,,,,,,,,,,1250000
5786,,,,,,,,,,,,,,1500000
5787,,,18000000,,,,,,,,,,,
5788,,,,,,,,,,,,,,35000000
5789,,,,,,,,,,,,,,3500000
5790,,,30000000,,,,,,,,,,,
5791,,,,,,,,,,,,,,2500000
5792,,,15000000,,,,,,,,,,,
5793,,,,,,,,,,,,,,53600000
5794,,,,,,,,,,,,,,22500000
5795,,,,,,,,,,,,,,2500000
5796,,,,,,,,,,,,,,807000
5797,,,,,,,,,,,,,,3000000
5798,,,,,,,,,,,,,,6000000
5799,,,,,,,,,,,,,,3999999
5800,,,,,,,,,,,,1157940,,
5801,,,,,,,,,,,,,,875000
5802,,,,,,,,,,,,,,13600000
5803,,,,,,,,,,,,,,1800000
5804,,,,,,,,,,,,,,4356452
5805,,,,,,,,,,,,,,12000000
5806,,,,,,,,,,,,,,30000000
5807,,,,,,,,,,,,,,4000000
5808,,,2000000,,,,,,,,,,,
5809,,,,,,,,,,,,,,8250000
5810,,,,,,,,,,,,,,3000000
5811,,,1000000,,,,,,,,,,,
5812,,,,,,,,,,,,,,6300000
5813,,,,,,,,,,,,,,8600000
5814,,,,,,,,,,,,,,
5815,,,,,,,,,,,,,,
5816,,,,,,,,,,,,500000,,
5817,,,,,,,,,,,,575000,,
5818,,,,,,,,,,,,,,250000
5819,,,,,,,,,,,,35000,,
5820,,,,,,,,,,,,200000,,
5821,,,,,,,,,,,,,,
5822,,,,,,,,,,,,,,
5823,,,,,,,,,,3536,,,,
5824,,,,,,,,,,,,,,615953
5825,,,,,,,,,,,,225000,,
5826,,,,,,,,,,,,,,5000000
5827,,,,,,,,,,,,800000,,
5828,,,,,,,,,,,,,,410000
5829,,,,,,,,,,,,,,
5830,,,,,,,,,,,,,9787928,
5831,,,,,,,,,,,,,,
5832,,,,,,,,,,,,,,3825684
5833,,,,,,,,,,,,,,
5834,,,,,,,,,,,,,,519622
5835,,,,,,,,,,,,,,1812634
5836,,,,,,,,,,,,,,5000000
5837,,,,,,,,,,,,,,210000000
5838,330000,,,,,,,,,,,,,
5839,,,,,,,,,,,,,,500000000
5840,,,,,,,,,,,,,,400000000
5841,,,,,,,,,,,,,,20000000
5842,,,,,,,,,,,,,,41500000
5843,,,,,,,,,,,,,,4500000
5844,,,,,,,,,,,,,,10000000
5845,,,,,,,,,,,,,,
5846,500000,,,,,,,,,,,,,
5847,,,,,,,,,,,,,,
5848,,,,,,,,,,,,,,
5849,,,,,,,,,,,,,,
5850,,,,,,,,,,,,,,
5851,,,,,,,,,,,,,,3082000
5852,,,,,,,,,,,,,,300000
5853,,,,,,,,,,,,,,1104000
5854,,,,,,,,,,,,,,500000
5855,,,,,,,,,,,,,,
5856,,,,,,,,,,,,,,1273096
5857,,,,,,,,,,,,394104,,
5858,,,,,,,,,,,,,,250068
5859,,,,,,,,,,,,85000,,
5860,,,,,150000,,,,,,,,,
5861,,,,,,,,,,,,,,250000
5862,,,,,25000,,,,,,,,,
5863,,,,,,,,,,,,,,213000
5864,,,,,,,,,,,,,,25000
5865,,,,,,,,,,,,,,150000
5866,,,,,,,,,,,,,,
5867,,,,,,,,,,,,,,
5868,,,,,,,,3400000,,,,,,
5869,,,,,,,,,,,,,,2300000
5870,,,,,,,,,,,,,,25000000
5871,,,,,,,,,,,,,,600000
5872,,,,,,,,,,,,,,4400000
5873,,,,,,,,,,,,56292,,
5874,,,,,,,,,,,,48000,,
5875,,,,20454,,,,,,,,,,
5876,,,,,,,,,,,,,,
5877,,,,,,,,,,,,120000,,
5878,,,,,,,,,,,,150000,,
5879,,,,,,,,,,,,120000,,
5880,,,,,,,,,,,,650000,,
5881,,,,,,,,,,,,150000,,
5882,,,,,,,,,,,,100000,,
5883,,,,,,,,,,,,,,10000000
5884,,,,,,,,,,,,,,2000000
5885,,,,,,,,,,,,,,50000000
5886,,,,,,,,,,,,,,10000000
5887,,,,,,,,,,,,,,8500000
5888,,,,,,,,,,,,,,
5889,,,,,,,,,,,,,,55000000
5890,,,,,,,,,,,,,,50000000
5891,,,,,,,,,,,,,,425000
5892,,,,,500000,,,,,,,,,
5893,,,,,,,,,,,,,265064,
5894,,,,,,,,,,,,,,
5895,,,790000,,,,,,,,,,,
5896,,5408104,,,,,,,,,,,,
5897,,3920000,,,,,,,,,,,,
5898,,,1360000,,,,,,,,,,,
5899,,,315000,,,,,,,,,,,
5900,,,,,,,,,1800000,,,,,
5901,,,,,,,,,,,,,,4200000
5902,,,,,,,,,,,,,,5000000
5903,,,,,,,,,,,,,,
5904,1230000,,,,,,,,,,,,,
5905,,,,,,,,,,,,1000000,,
5906,,,,,,,,,,,,,,4005547
5907,,,,,,,,,,,,80000,,
5908,,,,,,,,,,,,41000,,
5909,,,,,,,,,,,,999999,,
5910,,,,,,,,,,,,,,34000000
5911,,,,,,,,,,,,,,
5912,,,,,,,,,,,,,,5000000
5913,,,40000000,,,,,,,,,,,
5914,,,,,,,,,,,,,,375000
5915,,,,,,,,,,,,,,2000000
5916,,,,,,,,,,,,,,8000000
5917,,,,,,,,,,,,,,32000000
5918,,,,,,,,,,,,,,23000000
5919,,,,,,,,,,,,,,17000000
5920,,,,,,,,,,,,,,1500000
5921,,,,,,,,,,,,,,5600000
5922,,,,,,,,,,,,,,37500000
5923,,,,,,,,,,,,,,2608779
5924,,,,,,,,,,,,,,
5925,,,,,,,,,,,,,,
5926,,,,1000,,,,,,,,,,
5927,,,,,,,,,,,,,,397725
5928,,,,,,,,,,,,,,175000
5929,,,,,,,,,,,,800000,,
5930,,,,,,,,,,600000,,,,
5931,,,,,,,,,,,,100000,,
5932,,,,,,,,,,,,100000,,
5933,,,,,,,,,,,,10000,,
5934,25000,,,,,,,,,,,,,
5935,,,,,,,,,,,,1500000,,
5936,,,,,,,,,,,,200000,,
5937,,,,,,,,,,1811321,,,,
5938,,,,,,,,,,,,2000000,,
5939,,,,,,,,,,,,,,
5940,,,,,,,,,,,,,,1250016
5941,,,,,,,,,,,,,,
5942,,,,,,,,,,,,,,386483
5943,,,,,,,,,,,,,,2500000
5944,,,,,,,,,,,,,,525000
5945,,,,,,,,,,,,1000000,,
5946,,,,,,,,,,,,,,1500000
5947,,,,,,,,,,,,,,6090909
5948,,,,,,,,,,,,,,6000000
5949,,,,,,,,,,,,,,
5950,,,,,,,,,,,,,,
5951,,,,,,,,,,,,,,
5952,,,,,,,,,,,,,,9000000
5953,,,,,,,,,,,,,,
5954,,,,,,,,,,,,35000,,
5955,,,,,,,,,,,,700000,,
5956,,,,,,,,,,,,,,2540000
5957,,,,,,,,,,,,2900000,,
5958,,,,,,,,,,,,10000,,
5959,,,,,,,,,,,,,,
5960,,,,,,,,,,,,,,
5961,,,,,,,,,,,,,,
5962,,,13000000,,,,,,,,,,,
5963,,,,,,,,,,,,,,
5964,,,,,,,,,,,,,,39000000
5965,,,,,,,,,,,,,,300000
5966,,,,,,,,,300000000,,,,,
5967,,,,,,,,,,,,,,
5968,,,,,,,,,,,,,,28000000
5969,,,,,,,,,,,,,,2750000
5970,,,,,,,,,,,,,,1360000
5971,,,,,,,,,,,,,,307000
5972,,,,,,,,,,,,22000,,
5973,,,,,,,,,,,,,,2400000
5974,,,,,,,,,,,,,358443,
5975,,,,,,,,,10000000,,,,,
5976,,,,,,,,,,,,,,6100000
5977,,,,,,,,,,,,,,
5978,,,,,,,,,,,,65478,,
5979,,,,,,,,,,,,,,1280000
5980,,,,,,,,,,,,40000,,
5981,,,,,,,,,,,,120000,,
5982,,,,,,,,,,,,,,
5983,,,,,,,,,,,,,,
5984,,,,,,,,,,,,,,100000
5985,503615,,,,,,,,,,,,,
5986,,,,,,,,,,,,,,
5987,328299,,,,,,,,,,,,,
5988,,,,,,,,,,,,11313,,
5989,,,,,,,,,,,,50000,,
5990,,,,,,,,,,,,,,24644493
5991,,,,,,,,,,,,,,15000001
5992,,,2562413,,,,,,,,,,,
5993,,,,,,,,,,,,,,6374457
5994,,,,,,,,,,,,,,
5995,,,1500000,,,,,,,,,,,
5996,,,,,,,,,,,,,,1500000
5997,,,,,,,,,,,,,,10000000
5998,,,,,,,,,,,,,,12000000
5999,,,,,,,,,,,,,,6500000
6000,,,265000,,,,,,,,,,,
6001,,,,,,,,,,,,,,750000
6002,,,,,,,,,,,,,,1999992
6003,,,,,,,,,,,,,,3035007
6004,,,,,,,,,,,,,,1500000
6005,,,,,,,,,,,,,,4744055
6006,,,,,,,,,,,,,,5165495
6007,,,,,,,,,,,,,,7000000
6008,,,,,,,,,,,,,,6530000
6009,,,,,,,,,,,,,,10000000
6010,,,,,,,,,,,,,,1190000
6011,,,,,,,,,,,,,,
6012,187291,,,,,,,,,,,,,
6013,,,,,,,,,,,,,,
6014,,,,,,,,,,,,,,100000
6015,,,250000,,,,,,,,,,,
6016,,,,,,,,,,,,,,4800000
6017,,,,,,,,,,,,,,1600000
6018,,,,,,,,,,,,1600000,,
6019,,,,,,,,,,,,,,31500000
6020,,,,,,,,,,,,,,19000000
6021,,,,,,,,,,,,,,2564788
6022,,,,,,,,,,,,600000,,
6023,,,,,,,,,,,,,,
6024,,,,,,,,,,,,,,10000000
6025,,,,,,,,,,,,,,5000000
6026,,,,,,,,,,,,,,
6027,,,,,,,,,,,,,,1600000
6028,,,,,,,,,,,,55000,,
6029,,,,,,,,3015398,,,,,,
6030,,,,,,,,786000,,,,,,
6031,,,,,,,,,,,,,,3500000
6032,,,,125000,,,,,,,,,,
6033,,,34253,,,,,,,,,,,
6034,,,,,,,,,,,,,,
6035,,,,,,,,,,,,,,
6036,,,,,,,,,,,,,,
6037,,,,,,,,,,,,,,
6038,,,,,,,,,,,,1869081,,
6039,,,,,,,,,,,,,,3000000
6040,,,,,,,,,,,,219741,,
6041,,,,,,,,,,,,559561,,
6042,,,,,,,,,,,,560079,,
6043,,,,,,,,,,,,,2326205,
6044,,,,,,,,,,,,,,1136175
6045,,,,,,,,,,,,,,1440000
6046,,,,,,,,,,,,,,2000000
6047,,,825000,,,,,,,,,,,
6048,,,,,,,,,,,,,,7296453
6049,,,1420000,,,,,,,,,,,
6050,,,1825000,,,,,,,,,,,
6051,,,,,,,,,,,,,,7000000
6052,,,,,,,,,,,,,,20214719
6053,,,,,,,,,,,3343789,,,
6054,,,748000,,,,,,,,,,,
6055,,,,,,,,,,,4000000,,,
6056,,,,,,,,,,,,1000000,,
6057,,,75000,,,,,,,,,,,
6058,,,,,,,,,,,,,,
6059,,,,,,,,,,,,425000,,
6060,,,300000,,,,,,,,,,,
6061,,,25000,,,,,,,,,,,
6062,,,,,,,,,,,,3990440,,
6063,,,,,,,,,,,,,,56000000
6064,,,,,,,,,,,,,,2000000
6065,,,,,,,,,,,,,,
6066,,,,,,,,,,,,,,1067625
6067,,100000,,,,,,,,,,,,
6068,,,,,1099137,,,,,,,,,
6069,,,,,,,,,,,,,,10200000
6070,,,,,,,,,,,,,,18300000
6071,,,3780000,,,,,,,,,,,
6072,,,,,,,,,,,,,,20000000
6073,,,,,,,,,,,,,,3000000
6074,,,,,,,,,,,,,,
6075,,,,,,,,,,,,,,2000000
6076,,,,,,,,,,,,550000,,
6077,,,,,,,,,,,,,,
6078,,,,,,,,,,,,,239173,
6079,1617512,,,,,,,,,,,,,
6080,,,,,,,,,,,,495650,,
6081,,,,,,,,,,,,,,
6082,,,,,,,,,,,,3500000,,
6083,1000000,,,,,,,,,,,,,
6084,,,,,,,,,,,,,,1928205
6085,,,,,,,,,,,,,,500000
6086,,,,,,,,,,,,,,
6087,,,,,,,,,,,,,,
6088,250000,,,,,,,,,,,,,
6089,250000,,,,,,,,,,,,,
6090,,,,,,,,,,,,,,
6091,,,,,,,,,,,,,,21000000
6092,,,,,,,,,,,,50000,,
6093,,,,,,,,,,,,50000,,
6094,,,,,,,,,,,,75000,,
6095,,,,,,,,,,,,,,579233
6096,,,,,,,,,,,,,,
6097,400000,,,,,,,,,,,,,
6098,,,,,,,,,,,,80000,,
6099,,,,,,,,,,,,600000,,
6100,,,,,,,,,,,,1540733,,
6101,,,,,,,,,,,,1500000,,
6102,,,,,,,,,,,,2306560,,
6103,,,,,,,,,,,,,,
6104,,,,,,,,,,,,500000,,
6105,,,,,,,,,,,,,,
6106,2600000,,,,,,,,,,,,,
6107,,,,,,,,,,,,,,
6108,,,,,,,,,,,,,,1000000
6109,,,,,,,,,,,,3000000,,
6110,,,,,,,,,,,,,,8500000
6111,,,,,,,,,,,,,1400000,
6112,,,,,,,,,,,,1450000,,
6113,,,,,,,,,,,,,,5500000
6114,,,,,,,,,,,,2000000,,
6115,,,,,,,,,,,,,,6000000
6116,,,,,,,,,,,,,,
6117,,,,,,,,,,,,,,3200000
6118,,,,,,,,,,,,,,11000000
6119,,,,,,,,,,,,,,8000000
6120,,,,,,,,,,,,,,7000000
6121,,,,,,,,,,,,,,44000000
6122,,,,,,,,,,,,,,
6123,,,,,,,,,,,,,,
6124,,,,,,,,,,,,,,
6125,,,,,,,,,,,,,,
6126,,,,,,,,,,,,,,3700000
6127,,,,,,,,,,,,,,10000000
6128,,,,,,,,,,,,15000,,
6129,,,,,,,,,,,,,,2000000
6130,,,,,,,,,,,,,,
6131,,,,,,,,,,,,,,
6132,,,,,,,,,,,,,,10000000
6133,,,500000,,,,,,,,,,,
6134,,,,,,,,,,,,,,1741241
6135,380000,,,,,,,,,,,,,
6136,4392386,,,,,,,,,,,,,
6137,,,,,,,,,,,,1200000,,
6138,,,,,,,,,,,,,,1123000
6139,,,2918700,,,,,,,,,,,
6140,,,,,,,,1000000000,,,,,,
6141,,,,,,,,,,,,1500000,,
6142,,,,,,,,,,,,,,7576257
6143,,,,,,,,,,,,,,19977849
6144,,,,,,,,,,,,,,12900000
6145,,,,,,,,,,,,,,15000000
6146,,,,,,,,,,,,,,42000000
6147,,,,,,,,,,,,,,10000000
6148,,,,,,,,,,,,,,1000000
6149,,,,,,,,,,,,,,7000000
6150,,,,,,,,,,,,,,5800000
6151,,,,,,,,,,,,,,1000000
6152,,,,,,,,,,,,1000000,,
6153,,,,,,,,,,,,,,
6154,,,,,,,,,,,,1313680,,
6155,,,,,,,,,,1030896,,,,
6156,,,,,,,,,,,,4002304,,
6157,,,,,,,,,,,,,,239981
6158,,,,,,,,,,,,,,5000000
6159,,,,,,,,,,,,,,30000000
6160,,,,,,,,,,,,,,7800000
6161,,,,,,,,,,,,,,12100000
6162,,,,,,,,,,,,,,
6163,,,,,,,,,,,,,,2600000
6164,,,,,,,,,,,,,,2524025
6165,,,,,,,,,,,,,,
6166,,,,,,,,,,,,,,7500000
6167,,,,,,,,,,,,,,3000000
6168,,,,,,,,,,,,,,8000000
6169,,,,,,,,,,,,,,17500000
6170,,,,,,,,,,,,,,3200000
6171,,,,,,,,,,,,1100000,,
6172,,,,,,,,,4499250,,,,,
6173,,,,,,,,,,,,,,35000000
6174,,,,,,,,,,,,,,
6175,,,,,,,,,,,,,,1000000
6176,,,,,,,,,,,,,,
6177,,,,,,,,,,,,,,23000000
6178,,,,,,,,,,,,,,8000000
6179,,,,,,,,,,,6000000,,,
6180,,,,,,,,,,,,,,
6181,,,,,,,,,,,,,,
6182,,,,,,,,,,,,70000,,
6183,,,,,,,,,,,,600000,,
6184,,,,,,,,,,,,170000,,
6185,,,,,,,,,,,,2200000,,
6186,,,,,,,,,,,,,,5000000
6187,,,,,,,,,,,,,,
6188,,,,,,,,,,,,,,3800000
6189,,,,,,,,,,,,20000,,
6190,,,,,,,,,,,,,,17842487
6191,,,,,,,,,,,,,,2967500
6192,,,,,,,,,,,,,,1700000
6193,,,,,,,,,,,,,,33000000
6194,,,,,,,,,,,,,,2163000
6195,,,1690000,,,,,,,,,,,
6196,,,,,,,,,,,,,,3950000
6197,,,,,,,,,,,,,,
6198,,,,,,,,,,,,,,
6199,,,,,,,,,,,,100000,,
6200,,,700000,,,,,,,,,,,
6201,,,,,,,,,,,,,,6500000
6202,,,1594942,,,,,,,,,,,
6203,,,,,,,,,,,,,,700000
6204,,,,,,,,,5701363,,,,,
6205,,,,,,,,,,,,,,20000000
6206,,,,,,,,,,,,,,10600000
6207,,,,,,,,,,,,,,10000000
6208,,,5820307,,,,,,,,,,,
6209,,,,,,,,,,,,375000,,
6210,,,,,,,,,,,,,,939942
6211,,,,,,,,,,,,,,4500000
6212,,,,,,,,,,,,,,440000
6213,,,,,,,,,,,,,,30000000
6214,,,,,,,,,,,,,,26000000
6215,,,,,,,,,,,,,,20000000
6216,,,,,,,,,,,,,,7000000
6217,,,,,,,,,,,,,,22000000
6218,,,,,,,,,,,,,,292114
6219,,,,,,,,,,,,,,240000
6220,,,150000,,,,,,,,,,,
6221,,,170182,,,,,,,,,,,
6222,,,,,,,,,,,,,,787500
6223,,,,,,,,,,,,,,569000
6224,,,,,,,,,,,,,,17000000
6225,,,,,,,,,,,,,,19000000
6226,,,,,,,,,,,,,,1070983
6227,,,,,,,,,,,,,,26000000
6228,,,,,,,,,,,,,,20000000
6229,,,,,,,,,,,,,,
6230,,,12699975,,,,,,,,,,,
6231,,,,,,,,,,,,,,10020547
6232,,,,,,,,,,,,,,16000000
6233,,,,,,,,,,,,,,30000000
